1
101 8
0 0 0 0 0 0 0 0 
0.612245 0.612245 -0.612245 0.612245 0.612245 0.612245 -0.612245 0.612245 
1.22449 1.22449 -1.22449 1.22449 1.22449 1.22449 -1.22449 1.22449 
1.83673 1.83673 -1.83673 1.83673 1.83673 1.83673 -1.83673 1.83673 
2.44898 2.44898 -2.44898 2.44898 2.44898 2.44898 -2.44898 2.44898 
3.06122 3.06122 -3.06122 3.06122 3.06122 3.06122 -3.06122 3.06122 
3.67347 3.67347 -3.67347 3.67347 3.67347 3.67347 -3.67347 3.67347 
4.28571 4.28571 -4.28571 4.28571 4.28571 4.28571 -4.28571 4.28571 
4.89796 4.89796 -4.89796 4.89796 4.89796 4.89796 -4.89796 4.89796 
5.5102 5.5102 -5.5102 5.5102 5.5102 5.5102 -5.5102 5.5102 
6.12245 6.12245 -6.12245 6.12245 6.12245 6.12245 -6.12245 6.12245 
6.73469 6.73469 -6.73469 6.73469 6.73469 6.73469 -6.73469 6.73469 
7.34694 7.34694 -7.34694 7.34694 7.34694 7.34694 -7.34694 7.34694 
7.95918 7.95918 -7.95918 7.95918 7.95918 7.95918 -7.95918 7.95918 
8.57143 8.57143 -8.57143 8.57143 8.57143 8.57143 -8.57143 8.57143 
9.18367 9.18367 -9.18367 9.18367 9.18367 9.18367 -9.18367 9.18367 
9.79592 9.79592 -9.79592 9.79592 9.79592 9.79592 -9.79592 9.79592 
10.4082 10.4082 -10.4082 10.4082 10.4082 10.4082 -10.4082 10.4082 
11.0204 11.0204 -11.0204 11.0204 11.0204 11.0204 -11.0204 11.0204 
11.6327 11.6327 -11.6327 11.6327 11.6327 11.6327 -11.6327 11.6327 
12.2449 12.2449 -12.2449 12.2449 12.2449 12.2449 -12.2449 12.2449 
12.8571 12.8571 -12.8571 12.8571 12.8571 12.8571 -12.8571 12.8571 
13.4694 13.4694 -13.4694 13.4694 13.4694 13.4694 -13.4694 13.4694 
14.0816 14.0816 -14.0816 14.0816 14.0816 14.0816 -14.0816 14.0816 
14.6939 14.6939 -14.6939 14.6939 14.6939 14.6939 -14.6939 14.6939 
15.3061 15.3061 -15.3061 15.3061 15.3061 15.3061 -15.3061 15.3061 
15.9184 15.9184 -15.9184 15.9184 15.9184 15.9184 -15.9184 15.9184 
16.5306 16.5306 -16.5306 16.5306 16.5306 16.5306 -16.5306 16.5306 
17.1429 17.1429 -17.1429 17.1429 17.1429 17.1429 -17.1429 17.1429 
17.7551 17.7551 -17.7551 17.7551 17.7551 17.7551 -17.7551 17.7551 
18.3673 18.3673 -18.3673 18.3673 18.3673 18.3673 -18.3673 18.3673 
18.9796 18.9796 -18.9796 18.9796 18.9796 18.9796 -18.9796 18.9796 
19.5918 19.5918 -19.5918 19.5918 19.5918 19.5918 -19.5918 19.5918 
20.2041 20.2041 -20.2041 20.2041 20.2041 20.2041 -20.2041 20.2041 
20.8163 20.8163 -20.8163 20.8163 20.8163 20.8163 -20.8163 20.8163 
21.4286 21.4286 -21.4286 21.4286 21.4286 21.4286 -21.4286 21.4286 
22.0408 22.0408 -22.0408 22.0408 22.0408 22.0408 -22.0408 22.0408 
22.6531 22.6531 -22.6531 22.6531 22.6531 22.6531 -22.6531 22.6531 
23.2653 23.2653 -23.2653 23.2653 23.2653 23.2653 -23.2653 23.2653 
23.8776 23.8776 -23.8776 23.8776 23.8776 23.8776 -23.8776 23.8776 
