0.83613 0.73170 0.80636 0.82644 0.77755 0.78538 0.69648
0.86252 0.76303 0.82499 0.72500 0.66585 0.74098 0.72054
0.83492 0.79324 0.76489 0.72500 0.76421 0.84065 0.65700
0.82514 0.76916 0.76690 0.85700 0.76627 0.74601 0.80266
0.84654 0.74196 0.78879 0.73054 0.73068 0.88774 0.82612
0.84654 0.83826 0.87720 0.80480 0.83140 0.75168 0.78962
0.87989 0.77220 0.76348 0.77433 0.78455 0.79594 0.72859
0.83212 0.75827 0.77977 0.77464 0.67104 0.51561 0.73530
0.82099 0.80220 0.81117 0.77464 0.77469 0.77849 0.78607
0.90906 0.79906 0.81202 0.81453 0.79508 0.90799 0.67045
0.86568 0.85674 0.83303 0.81453 0.87563 0.73746 0.75395
0.82683 0.78363 0.74816 0.65304 0.75784 0.67050 0.77901
0.77552 0.78989 0.77593 0.76701 0.65373 0.95025 0.72676
0.80680 0.80682 0.76648 0.84980 0.76824 0.77726 0.74681
0.89332 0.80619 0.75582 0.82084 0.75686 0.73066 0.77075
0.79010 0.90227 0.77075 0.77490 0.77282 0.58714 0.73784
0.80950 0.73924 0.74332 0.91541 0.83118 0.71010 0.81882
0.84855 0.80773 0.76403 0.76740 0.80809 0.77565 0.69068
0.84855 0.88401 0.76541 0.77353 0.64482 0.65878 0.86195
0.77353 0.77832 0.80843 0.78716 0.70433 0.77230 0.78931
0.81707 0.84807 0.83692 0.83560 0.77244 0.79808 0.74426
0.81707 0.77885 0.75938 0.81780 0.73424 0.73727 0.73435
0.79136 0.84364 0.84687 0.77262 0.80158 0.79774 0.79516
0.76676 0.80225 0.76578 0.80164 0.76952 0.74110 0.73929
0.79063 0.75827 0.84223 0.75784 0.75693 0.82062 0.71174
0.84313 0.76677 0.76780 0.73819 0.74239 0.85268 0.76721
0.78977 0.76773 0.71038 0.74107 0.71643 0.75187 0.71611
0.81584 0.73887 0.81834 0.73357 0.70266 0.74438 0.77039
0.78361 0.88105 0.84120 0.75351 0.72935 0.77391 0.82158
0.86086 0.81835 0.73013 0.74183 0.74323 0.72491 0.79280
0.73879 0.79415 0.85134 0.79625 0.75533 0.76820 0.74282
0.80179 0.77358 0.77339 0.74927 0.73027 0.75363 0.76541
0.80179 0.79318 0.81064 0.69881 0.71625 0.74242 0.78321
0.81004 0.67486 0.85291 0.77363 0.83009 0.76395 0.69733
0.82905 0.79281 0.76006 0.65269 0.74931 0.77242 0.63111
