0.83886 0.82587 0.81965 0.79027 0.70930 0.77711 0.91402
0.81097 0.82803 0.87262 0.87504 0.84070 0.68238 0.90765
0.81806 0.82174 0.76594 0.88486 0.92938 0.86317 0.82620
0.87134 0.82073 0.71566 0.78781 0.93143 0.74823 0.85985
0.95610 0.90724 0.51497 0.78579 0.79328 0.90653 0.81932
0.78855 0.84785 0.87131 0.86903 0.77986 0.87308 0.98236
0.85355 0.92442 0.86399 0.83527 0.88182 0.90696 0.82778
0.85543 0.87130 0.79146 0.86903 0.82900 0.72189 0.77483
0.91303 0.88822 0.83776 0.83527 0.75438 0.86119 0.91661
0.79637 0.76144 0.75308 0.72885 0.65681 0.90967 0.98020
0.77371 0.83504 0.84326 0.88997 0.80930 0.96141 0.85415
0.85252 0.84457 0.76654 0.86605 0.88784 0.77391 0.97330
0.85070 0.84173 0.92663 0.86605 0.84349 0.80853 0.85548
0.88096 0.84353 0.83313 0.91486 0.89728 0.94183 0.82780
0.87367 0.85086 0.86421 0.82240 0.76933 0.72807 0.85867
0.98637 0.78832 0.82855 0.83457 1.01336 0.87685 0.77306
0.85261 0.78655 0.85740 0.79268 0.77676 0.71038 0.80480
0.90562 0.85156 0.79934 0.81304 0.90116 0.88026 0.95054
0.82578 0.76869 0.75786 0.70449 0.71366 0.84690 0.80855
0.85663 0.83569 0.78518 0.69378 0.78569 0.71728 0.73020
0.82265 0.83388 0.85589 0.69378 0.90175 0.92120 0.64933
0.88379 0.91820 0.78294 0.81767 0.86097 0.80413 0.79325
0.79242 0.85381 0.81231 0.76452 0.89234 0.80809 0.81531
0.84340 0.86752 0.83008 0.89809 0.84298 0.98066 0.81962
0.85128 0.90158 0.85342 0.83057 0.88132 1.01372 0.82251
0.82313 0.83181 0.91480 0.95601 0.81344 0.75136 0.82264
0.83850 0.82520 0.86549 0.94821 0.72832 0.85016 0.89832
0.82887 0.81309 0.83821 0.82629 0.73094 0.84004 0.90042
0.82688 0.83067 0.84584 0.92317 0.74762 0.81378 0.80753
0.85630 0.90676 0.76161 0.89965 0.69368 0.85490 0.79589
0.86870 0.84575 0.95414 0.83176 0.79901 0.91659 0.86654
0.88414 0.82756 0.84139 0.95792 0.85103 0.87218 0.74678
0.79727 0.90703 0.87873 0.95792 0.84953 0.91258 0.78175
0.92650 1.05128 0.80568 0.83233 0.80377 0.92505 0.84044
0.83465 0.82603 0.80719 0.83233 0.80377 0.85891 0.77506
