0.85264 0.76987 0.78671 0.75452 0.79454 0.80556 0.77107
0.81732 0.76451 0.83248 0.80644 0.71416 0.68607 0.76259
0.85554 0.82427 0.80700 0.74116 0.81319 0.76368 0.79519
0.77707 0.79197 0.77309 0.75458 0.90787 0.67625 0.72830
0.84450 0.65087 0.69337 0.76214 0.76890 0.70457 0.81130
0.85180 0.80910 0.82959 0.78206 0.83359 0.81402 0.81192
0.82726 0.81081 0.79328 0.84376 0.87196 0.76975 0.81212
0.87961 0.81084 0.80840 0.78206 0.79021 0.75805 0.69277
0.80178 0.80127 0.82564 0.84376 0.87499 0.69719 0.73666
0.76318 0.77469 0.81495 0.79328 0.74670 0.77526 0.78981
0.80646 0.82176 0.81002 0.84812 0.77714 0.74979 0.74858
0.85839 0.82760 0.75929 0.72721 0.77483 0.80073 0.76037
0.83865 0.79788 0.86911 0.72721 0.71299 0.64940 0.73131
0.80979 0.83586 0.72941 0.80170 0.76130 0.73010 0.83802
0.83343 0.84900 0.76498 0.78172 0.80126 0.84729 0.70841
0.89186 0.78811 0.83132 0.78849 0.81450 0.77753 0.71902
0.84919 0.78939 0.85153 0.71287 0.80334 0.77250 0.80800
0.82264 0.74845 0.76853 0.73847 0.72720 0.76171 0.69854
0.78880 0.80694 0.82063 0.79077 0.84537 0.74379 0.80836
0.83599 0.84106 0.79291 0.72767 0.78665 0.62543 0.79649
0.85836 0.82071 0.76038 0.72767 0.84354 0.81396 0.65881
0.85382 0.74026 0.72483 0.78163 0.77053 0.72490 0.72678
0.80768 0.78204 0.80354 0.80130 0.82151 0.74862 0.72088
0.84701 0.81814 0.70758 0.77318 0.82148 0.75296 0.80798
0.88871 0.80909 0.80161 0.83521 0.85389 0.70599 0.86345
0.83270 0.78485 0.84891 0.81074 0.71757 0.84038 0.68389
0.84979 0.80530 0.74107 0.82235 0.74015 0.75620 0.72744
0.87516 0.79325 0.79946 0.84175 0.65663 0.75841 0.78115
0.82107 0.81362 0.90454 0.89360 0.77983 0.78259 0.83995
0.79549 0.86110 0.80814 0.78421 0.68282 0.80211 0.65191
0.86012 0.76365 0.78088 0.75316 0.71406 0.78962 0.77169
0.87642 0.84984 0.79359 0.82259 0.79857 0.73524 0.77920
0.88272 0.86019 1.07118 0.82259 0.75758 0.77830 0.79101
0.88594 0.83739 0.94239 0.80831 0.79727 0.76276 0.70668
0.81125 0.84965 0.85868 0.80831 0.79727 0.80932 0.73736
