0.90089 1.15351 0.79103 0.86040 0.74847 1.07109 0.98491
0.95667 0.85688 0.73115 1.10124 0.70320 0.81214 0.90492
0.94150 0.78114 0.85312 0.80393 1.06017 0.90114 0.78099
0.90609 1.02366 0.79918 0.97438 0.94967 1.03243 0.91264
1.25171 0.78851 0.32310 0.79514 0.55428 0.69219 0.73331
0.99019 0.95917 0.89638 0.89701 0.92157 0.75830 0.97169
0.97220 0.59684 0.73897 0.62116 0.96812 0.75092 0.66286
0.88536 0.93815 0.92611 0.89701 1.14636 0.88649 0.53728
0.88561 0.76254 0.81496 0.62116 0.96993 1.08077 0.58309
1.03310 0.87499 0.94442 0.96703 0.63705 1.20162 0.80555
0.80868 0.87011 0.87639 1.01947 0.95921 1.09567 0.95977
0.97975 0.76202 0.49111 0.78204 0.87022 1.29070 1.14639
0.91464 1.02994 0.70884 0.78204 0.93932 0.89285 0.89448
1.21091 0.91536 0.93576 0.86994 0.96626 0.91846 0.79663
0.80743 0.88901 1.12416 0.90691 1.03225 0.85825 1.00820
0.99822 0.75745 1.05138 0.94908 0.62402 0.97815 0.85565
0.91087 0.72478 0.79067 0.78628 0.82593 0.82169 0.87716
0.84236 0.65342 0.84290 0.65296 1.02181 0.72328 0.42566
0.82778 0.97579 0.66992 0.65125 1.57293 0.73884 0.85989
0.92637 0.97153 0.80594 1.35077 0.84089 1.31843 0.62224
0.84983 0.95180 0.98245 1.35077 0.68172 1.11651 1.22413
1.00153 0.95898 0.96634 0.69734 1.09043 0.78463 0.90569
1.09986 0.81416 0.82713 1.03887 0.79686 0.86607 0.71762
1.08349 0.96513 0.88303 0.76849 0.95956 1.21095 0.92580
1.18374 0.82612 1.01970 0.71574 1.04242 0.72496 0.82001
0.92548 0.88917 1.44652 0.92888 0.91040 1.01474 0.67276
1.07010 0.82889 0.80903 0.45675 0.54886 0.80480 1.17894
0.83777 0.91818 0.93102 0.73808 0.96716 0.82901 0.89435
0.89622 0.82511 0.90315 0.88446 0.80307 1.04898 1.03426
0.81567 0.81424 0.95486 0.97193 1.10680 0.74960 1.12431
0.82819 0.89304 0.98434 0.92051 0.42134 0.76082 0.86160
0.84421 0.83797 0.83931 0.84522 0.85073 0.96030 0.70237
0.87778 0.84222 0.60852 0.84522 0.79899 0.89630 0.91040
1.23910 0.88139 0.80015 0.88313 0.80628 1.02400 0.82143
0.92410 1.01791 0.92005 0.88313 0.80628 1.09271 0.83789
